Course	Code	CRN	Type	Dates	Days	Start	Finish	Room
ECON	130	 	L3/5/6-Tut	Wks of 8Mar-22Mar, 19-26April, 10May, 24-31May	MTWF	9:00	9:50	MY105
ECON	130	 	L3/5/6-Tut	Wks of 8Mar-22Mar, 19-26April, 10May, 24-31May	R	15:10	16:00	KP24101
ECON	140	8722	L2	Trimester 2	TR	8:00	8:50	KKLT303
ECON	140	8722	L2-Tut	Trimester 2	W	14:10	15:00	KP20101
ECON	140	8722	L2-Tut	Trimester 2	MTW	11:00	11:50	KK201
ECON	140	8722	L2-Tut	Trimester 2	R	16:10	17:00	MY303
ECON	140	8722	L2-Tut	Trimester 2	M	12:00	12:50	MY402
ECON	140	8722	L2-Tut	Trimester 2	T	16:10	17:00	KK105
ECON	140	8722	L2-Tut	Trimester 2	TR	16:10	17:00	KK106
ECON	140	8722	L2-Tut	Trimester 2	MR	10:00	10:50	KK201
ECON	140	8722	L2-Tut	Trimester 2	W	14:10	15:00	KP24103
ECON	140	8722	L2-Tut	Trimester 2	M	11:00	11:50	 
ECON	140	8722	L2-Tut	Trimester 2	W	13:10	14:00	AM104
ECON	140	8722	L2-Tut	Trimester 2	M	12:00	12:50	MY531
ECON	140	8722	L2-Tut	Trimester 2	T	9:00	9:50	MY631
ECON	140	8722	L2-Tut	Trimester 2	TR	9:00	9:50	OK501
ECON	140	8722	L2-Tut	Trimester 2	M	11:00	11:50	OK524
ECON	140	8722	L2-Tut	Trimester 2	R	14:10	15:00	OK524
ECON	140	8722	L2-Tut	Trimester 2	R	10:00	10:50	 
ECON	140	8722	L2-Tut	Trimester 2	TR	9:00	9:50	EA026
ECON	140	8722	L2-Tut	Trimester 2	T	14:10	15:00	KP24202
ECON	140	8722	L2-Tut	Trimester 2	TR	16:10	17:00	KK104
ECON	140	8722	L2-Tut	Trimester 2	T	14:10	15:00	EA004
ECON	140	8722	L2-Tut	Trimester 2	R	14:10	15:00	EA012
ECON	140	8722	L2-Tut	Trimester 2	W	10:00	10:50	VZ710
ECON	140	8722	L2-Tut	Trimester 2	T	14:10	15:00	EA026
ECON	140	8722	L2-Tut	Trimester 2	W	9:00	9:50	VZ710
ECON	140	8722	L2-Tut	Trimester 2	T	11:00	11:50	VZ509
ECON	140	8722	L2-Tut	Trimester 2	T	10:00	10:50	VZ509
ECON	140	8722	L2-Tut	Trimester 2	R	14:10	15:00	VZ106
ECON	140	8722	L2-Tut	Trimester 2	MR	9:00	9:50	EA001
ECON	140	8722	L2-Tut	Trimester 2	T	11:00	11:50	VZ105
ECON	140	8722	L2-Tut	Trimester 2	W	13:10	14:00	AM102
ECON	140	8722	L2-Tut	Trimester 2	T	10:00	10:50	VZ106
ECON	140	8722	L2-Tut	Trimester 2	TR	10:00	10:50	VZ105
ECON	140	8722	L2-Tut	Trimester 2 starts 2nd week	TR	17:10	18:00	HU317
ECON	140	8722	L2-Tut	Trimester 2 starts 2nd week	TR	17:10	18:00	HU324
ECON	140	10037	L4	Trimester 2	TR	15:10	16:00	KKLT303
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	W	11:30	12:20	RWW129
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	F	13:40	14:30	RWW126
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	T	14:40	15:30	RWW129
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	F	9:30	10:20	RWW126
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	W	10:30	11:20	RWW128
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	MF	14:40	15:30	RWW126
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	T	15:40	16:30	RWW129
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	MF	15:40	16:30	RWW126
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	W	13:40	14:30	RWW128
ECON	201	1194	L1-Tuts	Wks of 8Mar-22Mar, 19April, 3May-31May	F	8:30	9:20	RWW128
ECON	202	1196	L1	Trimester 2	WF	10:30	11:20	RHLT1
ECON	202	1196	L1-Tuts	Trimester 2 starts 2nd week	WF	9:30	10:20	RWW314
ECON	202	1196	L1-Tuts	Trimester 2 starts 2nd week	TR	10:30	11:20	RWW314
ECON	202	1196	L1-Tuts	Trimester 2 starts 2nd week	TWRF	11:30	12:20	RWW314
ECON	202	1196	L1-Tuts	Trimester 2 starts 2nd week	WRF	12:40	13:30	RWW314
ECON	202	1196	L1-Tuts	Trimester 2 starts 2nd week	RF	13:40	14:30	RWW314
ECON	202	1196	L1-Tuts	Trimester 2 starts 2nd week	F	14:40	15:30	RWW314
ECON	211	18051	L1	Trimester 2	MR	13:40	14:30	RHLT2
ECON	211	18051	L1-Tut	Trimester 2 starts 2nd week	F	10:30	11:20	RHG02
ECON	211	18051	L1-Tut	Trimester 2 starts 2nd week	F	11:30	12:20	RHG02
ECON	211	18051	L1-Tut	Trimester 2 starts 2nd week	F	14:40	15:30	RHG02
ECON	211	18051	L1-Tut	Trimester 2 starts 2nd week	F	12:40	13:30	RHG02
ECON	212	18052	L1-Tuts	Wks of 15-29March, 19 April, 10-31May	R	9:30	10:20	RWW314
ECON	212	18052	L1-Tuts	Wks of 15-29March, 19 April, 10-31May	MTW	9:30	10:20	RWW126
ECON	212	18052	L1-Tuts	Wks of 15-29March, 19 April, 10-31May	W	8:30	9:20	RWW126
ECON	212	18052	L1-Tuts	Wks of 15-29March, 19 April, 10-31May	F	9:30	10:20	RWW125
ECON	212	18052	L1-Tuts	Wks of 15-29March, 19 April, 10-31May	MTRF	8:30	9:20	RWW125
ECON	309	1206	L1	Trimester 2	MTR	11:30	12:20	RHLT3
ECON	309	1206	L1-Tuts	Trimester 2 starts 2nd week	M	10:30	11:20	RWW223
ECON	309	1206	L1-Tuts	Trimester 2 starts 2nd week	T	10:30	11:20	RWW312
ECON	309	1206	L1-Tuts	Trimester 2 starts 2nd week	R	10:30	11:20	RWW222
ECON	314	1210	L1	Trimester 2	MTF	9:30	10:20	GBLT4
ECON	314	1210	L1-Tut	Trimester 2 starts 2nd week	W	13:40	14:30	RWW413
ECON	314	1210	L1-Tut	Trimester 2 starts 2nd week	T	13:40	14:30	RWW223
ECON	314	1210	L1-Tut	Trimester 2 starts 2nd week	T	14:40	15:30	RWW314
ECON	314	1210	L1-Tut	Trimester 2 starts 2nd week	T	15:40	16:30	RWW314
ECON	328	18628	L1	Trimester 2	MTF	8:30	9:20	GBLT2
ECON	328	18628	L1-Tut	Trimester 2 starts 2nd week	F	12:40	13:30	RWW312
ECON	328	18628	L1-Tut	Trimester 2 starts 2nd week	F	13:40	14:30	RWW312
ECON	328	18628	L1-Tut	Trimester 2 starts 2nd week	R	14:40	15:30	RWW129
ECON	403	2176	L1	Trimester 2	F	9:30	11:20	RWW315
ECON	405	1220	L1	Trimester 2	M	11:30	13:20	RWW129
ECON	409	2179	L1	Trimester 2	M	9:30	11:20	RWW413
ECON	413	1223	L1	Trimester 2	R	9:30	11:20	RWW128
ECON	418	2186	L1	Trimester 2	T	9:30	11:20	RWW128
ECON	419	2187	L1	Trimester 2	R	11:30	13:20	RWW128
ECON	421	10719	L1	Trimester 2	W	14:40	16:30	RWW129
ECON	433	18503	L1	Trimester 2	F	14:40	16:30	RWW128
 	 	 	 	 	 	 	 	 
ECSE	430	13624	L1	Trimester 2	R	12:00	12:50	CO523A
ECSE	430	13624	L1	Trimester 2	W	13:10	14:00	LBLT118
ECSE	430	13624	L1	Trimester 2	F	13:10	14:00	CO523A
ECSE	433	13627	L1	Trimester 2	MRF	14:10	15:00	EALT206
 	 	 	 	 	 	 	 	 
EDUC	153	18616	L1	Wks of 15Nov-13Dec	T	8:30	10:20	THKLT1
EDUC	153	18616	L1	Wks of 15Nov-6Dec	T	13:30	15:20	THKLT4
EDUC	236	18617	L1	Trimester 2	T	14:10	16:00	HMLT206
EDUC	236	18617	L1-Tuts	Trimester 2 starts 2nd week	W	15:10	16:00	KK202
EDUC	236	18617	L1-Tuts	Trimester 2 starts 2nd week	R	9:00	9:50	KK203
EDUC	236	18617	L1-Tuts	Trimester 2 starts 2nd week	W	9:00	9:50	AM102
EDUC	236	18617	L1-Tuts	Trimester 2 starts 2nd week	W	10:00	10:50	KK201
EDUC	236	18617	L1-Tuts	Trimester 2 starts 2nd week	W	13:10	14:00	AM106
EDUC	236	18617	L1-Tuts	Trimester 2 starts 2nd week	W	9:00	9:50	KK201
EDUC	236	18617	L1-Tuts	Trimester 2 starts 2nd week	W	10:00	10:50	KP22104
EDUC	253	10952	L2-Tut	Week of 11 October	W	14:30	17:20	PFKPF3
EDUC	253	10952	L2-Tut	Week of 11 October	W	14:30	17:20	PFKPF5
EDUC	253	10952	L2-Tut	Week of 11 October	W	14:30	17:20	WA322
EDUC	253	10952	L2	Wks of 12 Jul-26Jul,6Sep-11Oct	W	11:30	13:20	THKLT1
EDUC	253	10952	L2-Tut	Wks of 12 Jul-26Jul,6Sep-4Oct	W	15:30	16:20	PA307
EDUC	253	10952	L2-Tut	Wks of 12 Jul-26Jul,6Sep-4Oct	W	15:30	16:20	WA323
EDUC	253	10952	L2-Tut	Wks of 12 Jul-26Jul,6Sep-4Oct	W	15:30	16:20	WA322
EDUC	253	10952	L2-Tut	Wks of 12 Jul-26Jul,6Sep-4Oct	R	13:30	14:20	WA323
EDUC	356	18618	L1	Wks of 12 Jul-16Aug,6Sep-27Sep	R	13:30	15:20	THKLT1
EDUC	356	18618	L1-T1	Wks of 12 Jul-16Aug,6Sep-27Sep	F	13:30	15:20	WA206
EDUC	356	18618	L1-T2	Wks of 12 Jul-16Aug,6Sep-27Sep	F	13:30	15:20	WA318
EDUC	356	18618	L1-T3	Wks of 12 Jul-16Aug,6Sep-27Sep	R	15:30	17:20	WA322
EDUC	356	18618	L1-T4	Wks of 12 Jul-16Aug,6Sep-27Sep	R	15:30	17:20	WA323
EDUC	547	7580	L2	Week of 11 January	FS	9:30	16:30	PA307
EDUC	547	10886	L1	Week of 11 January	FS	9:30	16:30	PA307
 	 	 	 	 	 	 	 	 
ELCM	251	11110	L1	Trimester 2	W	13:10	15:00	HULT323
ELCM	311	11111	L1	Trimester 2	T	15:10	17:00	EALT206
ELCM	311	11111	L1-Tut	Trimester 2 starts 2nd week	WR	9:00	10:50	 
ELCM	311	11111	L1-Tut	Trimester 2 starts 2nd week	W	11:00	12:50	 
ELCM	311	11111	L1-Tut	Trimester 2 starts 2nd week	W	14:10	16:00	VZ107
ELCM	311	11111	L1-Tut	Trimester 2 starts 2nd week	R	12:00	13:50	 
ELCM	311	11111	L1-Tut	Trimester 2 starts 2nd week	F	10:00	11:50	VZ515
ELCM	320	9238	L1	Trimester 2	F	12:00	12:50	HULT220
 	 	 	 	 	 	 	 	 
ELIN	801	9187	L1	Wks of 8Nov-13Dec	W	9:00	10:50	HU113
ELIN	801	9187	L1	Wks of 8Nov-20Dec	M	11:00	13:50	HU113
ELIN	802	9188	L1	Wks of 15Nov-13Dec	R	14:10	16:00	HU324
ELIN	802	9188	L1	Wks of 15Nov-20Dec	T	9:00	10:50	HU317
ELIN	802	9188	L1	Wks of 22Nov-20Dec	MT	14:10	16:00	KK104
ELIN	931	4344	L3-W1	Wks of 15Mar-29Mar, 19Apr-7Jun	MT	9:00	14:00	KK104
ELIN	931	4344	L3-W10	Wks of 15Mar-29Mar, 19Apr-7Jun	MTW	9:00	14:00	KK107
ELIN	931	4344	L3-W11	Wks of 15Mar-29Mar, 19Apr-7Jun	MTW	9:00	14:00	KP24201
ELIN	931	4344	L3-W2	Wks of 15Mar-29Mar, 19Apr-7Jun	MTW	9:00	14:00	KK106
ELIN	931	4344	L3-W3	Wks of 15Mar-29Mar, 19Apr-7Jun	MT	9:00	14:00	KP24103
ELIN	931	4344	L3-W4	Wks of 15Mar-29Mar, 19Apr-7Jun	MTW	9:00	14:00	EA026
ELIN	931	4344	L3-W5	Wks of 15Mar-29Mar, 19Apr-7Jun	M	9:00	14:00	MY108
ELIN	931	4344	L3-W6	Wks of 15Mar-29Mar, 19Apr-7Jun	MTW	9:00	14:00	KK105
ELIN	931	4344	L3-W9	Wks of 15Mar-29Mar, 19Apr-7Jun	M	9:00	14:00	MY107
ELIN	931	4344	L3	Wks of 8Mar-19Apr,3May-7Jun	R	14:10	16:00	HMLT206
ELIN	931	4344	L3	Wks of 8Mar-19Apr,3May-7Jun	W	10:00	10:50	MCLT102
ELIN	931	4344	L3	Wks of 8Mar-19Apr,3May-7Jun	R	14:10	16:00	HMLT001
ELIN	931	4344	L3-W1	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	KK104
ELIN	931	4344	L3-W10	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	KK107
ELIN	931	4344	L3-W11	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	KP24201
ELIN	931	4344	L3-W2	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	KK106
ELIN	931	4344	L3-W3	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	KP24103
ELIN	931	4344	L3-W4	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	EA026
ELIN	931	4344	L3-W5	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	MY108
ELIN	931	4344	L3-W6	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	KK105
ELIN	931	4344	L3-W9	Wks of 8Mar-19Apr,3May-7Jun	RF	9:00	14:00	MY107
ELIN	931	10930	L2	Week of 12 April	F	13:10	15:00	HULT119
ELIN	931	10930	L2	Wks of 15 Mar ends wk 14Jun	F	13:10	15:00	MYLT220
ELIN	931	10930	L2	Wks of 15 Mar-29 Mar,12 Apr-14Jun	MTWRF	9:00	14:00	KP24202
ELIN	931	10930	L2	Wks of 15 Mar-29 Mar,12 Apr-14Jun	T	14:10	16:00	HMLT104
ELIN	931	10930	L2	Wks of 15 Mar-29 Mar,12 Apr-14Jun	R	10:00	11:50	MYLT220
ELIN	931	10930	L2	Wks of 15 Mar-29 Mar,12 Apr-14Jun	MTWRF	9:00	14:00	KP24203
ELIN	932	4345	L2-W4	Trimester 2 excl week 11Oct	TWRF	9:00	14:00	MY806
ELIN	932	4345	L2-W4	Trimester 2 excl week 11Oct	M	9:00	13:00	MY806
ELIN	932	4345	L2	Wks of 12 Jul-16Aug,30Aug-4Oct	R	14:10	16:00	HMLT001
ELIN	932	4345	L2	Wks of 12 Jul-16Aug,30Aug-4Oct	R	14:10	16:00	MCLT103
ELIN	932	4345	L2	Wks of 12 Jul-16Aug,30Aug-4Oct	W	10:00	10:50	MCLT102
ELIN	932	4345	L2-W1	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	KK104
ELIN	932	4345	L2-W10	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	KK107
ELIN	932	4345	L2-W11	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	MY403
ELIN	932	4345	L2-W12	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	KP24101
ELIN	932	4345	L2-W2	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	KK106
ELIN	932	4345	L2-W3	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	KP24103
ELIN	932	4345	L2-W5	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	MY108
ELIN	932	4345	L2-W6	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	KK105
ELIN	932	4345	L2-W7	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	KP24202
ELIN	932	4345	L2-W8	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	KP24203
ELIN	932	4345	L2-W9	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	14:00	MY107
ELIN	932	11153	L3	Wks of 11Oct-1Nov	MTW	9:00	14:00	KP24202
ELIN	932	11153	L3	Wks of 11Oct-1Nov	MTW	9:00	14:00	KP24203
ELIN	932	11153	L3	Wks of 11Oct-25Oct	RF	9:00	14:00	KP24203
ELIN	932	11153	L3	Wks of 11Oct-25Oct	RF	9:00	14:00	KP24202
ELIN	932	11153	L3	Wks of 12 Jul-16Aug,30Aug-4Oct	MTWRF	9:00	12:50	KP24201
ELIN	932	11153	L3	Wks of 21Jun-5Jul	MTWRF	9:00	14:00	MY531
ELIN	932	11153	L3	Wks of 30Aug-27Sep,11Oct-29Nov	T	9:00	10:50	AMLT105
ELIN	932	11153	L3	Wks of 30Aug-27Sep,11Oct-29Nov	T	13:10	15:00	KK202
ELIN	932	11153	L3	Wks of 30Aug-27Sep,11Oct-29Nov	F	13:10	15:00	HULT220
ELIN	932	18800	L6	Wks of 21Jun-5Jul	MTWRF	9:00	14:00	KK107
ELIN	933	4346	L2	Wks of 15Nov-13Dec	W	10:00	10:50	KKLT301
ELIN	933	4346	L2	Wks of 15Nov-13Dec	R	14:10	16:00	KKLT303
ELIN	933	4346	L2	Wks of 15Nov-13Dec	R	14:10	16:00	MYLT220
ELIN	933	4346	L2-W12	Wks of 15Nov-13Dec	WRF	9:00	14:00	MY403
ELIN	933	4346	L2-W4	Wks of 15Nov-13Dec	W	9:00	14:00	KP24101
ELIN	933	4346	L2-W5	Wks of 15Nov-13Dec	WRF	9:00	14:00	MY108
ELIN	933	4346	L2-W8	Wks of 15Nov-13Dec	WRF	9:00	14:00	MY107
ELIN	933	4346	L2-W12	Wks of 15Nov-20Dec	MT	9:00	14:00	MY403
ELIN	933	4346	L2-W4	Wks of 15Nov-20Dec	MT	9:00	14:00	KP24101
ELIN	933	4346	L2-W5	Wks of 15Nov-20Dec	MT	9:00	14:00	MY108
ELIN	933	4346	L2-W8	Wks of 15Nov-20Dec	MT	9:00	14:00	MY107
ELIN	933	4346	L2-W1	Wks of 1Nov-13Dec	RF	9:00	14:00	KK104
ELIN	933	4346	L2-W10	Wks of 1Nov-13Dec	RF	9:00	14:00	KP24202
ELIN	933	4346	L2-W11	Wks of 1Nov-13Dec	RF	9:00	14:00	KP24201
ELIN	933	4346	L2-W2	Wks of 1Nov-13Dec	RF	9:00	14:00	KK106
ELIN	933	4346	L2-W3	Wks of 1Nov-13Dec	RF	9:00	14:00	KP24103
ELIN	933	4346	L2-W6	Wks of 1Nov-13Dec	RF	9:00	14:00	KK107
ELIN	933	4346	L2-W7	Wks of 1Nov-13Dec	RF	9:00	14:00	KK105
ELIN	933	4346	L2-W9	Wks of 1Nov-13Dec	RF	9:00	14:00	KP24203
ELIN	933	4346	L2-W1	Wks of 8Nov-13Dec	W	9:00	14:00	KK104
ELIN	933	4346	L2-W10	Wks of 8Nov-13Dec	W	9:00	14:00	KP24202
ELIN	933	4346	L2-W11	Wks of 8Nov-13Dec	W	9:00	14:00	KP24201
ELIN	933	4346	L2-W2	Wks of 8Nov-13Dec	W	9:00	14:00	KK106
ELIN	933	4346	L2-W3	Wks of 8Nov-13Dec	W	9:00	14:00	KP24103
ELIN	933	4346	L2-W4	Wks of 8Nov-13Dec	RF	9:00	14:00	KP24101
ELIN	933	4346	L2-W6	Wks of 8Nov-13Dec	W	9:00	14:00	KK107
ELIN	933	4346	L2-W7	Wks of 8Nov-13Dec	W	9:00	14:00	KK105
ELIN	933	4346	L2-W9	Wks of 8Nov-13Dec	W	9:00	14:00	KP24203
ELIN	933	4346	L2-W1	Wks of 8Nov-20Dec	MT	9:00	14:00	KK104
ELIN	933	4346	L2-W10	Wks of 8Nov-20Dec	MT	9:00	14:00	KP24202
ELIN	933	4346	L2-W11	Wks of 8Nov-20Dec	MT	9:00	14:00	KP24201
ELIN	933	4346	L2-W2	Wks of 8Nov-20Dec	MT	9:00	14:00	KK106
ELIN	933	4346	L2-W3	Wks of 8Nov-20Dec	MT	9:00	14:00	KP24103
ELIN	933	4346	L2-W6	Wks of 8Nov-20Dec	MT	9:00	14:00	KK107
ELIN	933	4346	L2-W7	Wks of 8Nov-20Dec	MT	9:00	14:00	KK105
ELIN	933	4346	L2-W9	Wks of 8Nov-20Dec	MT	9:00	14:00	KP24203
ELIN	934	18001	L1	Wks of 18Oct-13Dec	MTWRF	9:00	14:00	MY531
ELIN	934	 	L2	End of Year Exam Period (incl Study Wk)	MTWRF	9:00	13:00	EA026
ELIN	936	15278	L1	Week of 5 April	WRF	9:00	14:00	KP24101
ELIN	936	15278	L1	Wks of 12Apr-17May	MTWRF	9:00	14:00	KP24101
ELIN	941	4545	L2	Wks of 8Mar-12Apr,7Jun	MTWRF	9:00	14:00	KP20101
ELIN	941	11845	L1	Wks of 12 Jul-9Aug, 4Oct	MTWRF	9:00	14:00	KP20101
ELIN	941	11845	L1	Wks of 23Aug-27Sep	M	13:10	16:00	KP20101
 	 	 	 	 	 	 	 	 
ENGL	111	8017	L1	Trimester 2	MTF	15:10	16:00	MCLT101
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	T	11:00	11:50	HU113
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	MTF	16:10	17:00	MY107
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	TF	16:10	17:00	MY103
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	F	14:10	15:00	MY103
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	M	12:00	12:50	MY103
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	T	14:10	15:00	KK105
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	M	12:00	12:50	KK204
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	T	14:10	15:00	HU324
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	T	13:10	14:00	HU324
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	M	10:00	10:50	 
ENGL	111	8017	L1-Tuts	Trimester 2 starts 2nd week	F	14:10	15:00	MY107
ENGL	112	8018	L1	Trimester 2	MWR	14:10	15:00	KKLT301
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	M	12:00	12:50	CO119
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	MR	15:10	16:00	KK105
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	W	13:10	14:00	HU317
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	W	15:10	16:00	KK203
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	R	15:10	16:00	EA001
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	M	13:10	14:00	EA026
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	M	15:10	16:00	HU113
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	M	11:00	11:50	CO118
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	W	11:00	11:50	 
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	R	13:10	14:00	MY632
ENGL	112	8018	L1-Tuts	Trimester 2 starts 2nd week	W	15:10	16:00	KK204
ENGL	116	15304	L1	Wks of 29Nov-13Dec	TWR	14:10	16:00	MYLT101
ENGL	208	1408	L1	Trimester 2	MTF	12:00	12:50	KKLT301
ENGL	208	1408	L1-Tuts	Trimester 2 starts 2nd week	T	10:00	10:50	KK202
ENGL	208	1408	L1-Tuts	Trimester 2 starts 2nd week	T	11:00	11:50	OK501
ENGL	208	1408	L1-Tuts	Trimester 2 starts 2nd week	R	14:10	15:00	HU113
ENGL	208	1408	L1-Tuts	Trimester 2 starts 2nd week	M	10:00	10:50	 
ENGL	208	1408	L1-Tuts	Trimester 2 starts 2nd week	M	13:10	14:00	AM104
ENGL	208	1408	L1-Tuts	Trimester 2 starts 2nd week	T	13:10	14:00	AM106
ENGL	208	1408	L1-Tuts	Trimester 2 starts 2nd week	F	13:10	14:00	OK501
ENGL	208	1408	L1-Tuts	Trimester 2 starts 2nd week	F	13:10	14:00	MY103
ENGL	221	13121	L1	Trimester 2	MW	10:00	10:50	FT77LT306
ENGL	221	13121	L1	Trimester 2	W	12:00	13:50	FT77305
ENGL	225	3498	L1	Wks of 15 Nov - 29 Nov	TW	11:00	12:50	MYLT101
ENGL	225	3498	L1	Wks of 15 Nov - 29 Nov	R	11:00	13:30	MYLT101
ENGL	231	8614	L1	Trimester 2	MTR	13:10	14:00	MCLT101
ENGL	231	8614	L1-Tuts	Trimester 2 starts 2nd week	TR	14:10	15:00	EA001
ENGL	231	8614	L1-Tuts	Trimester 2 starts 2nd week	M	14:10	15:00	 
ENGL	231	8614	L1-Tuts	Trimester 2 starts 2nd week	T	15:10	16:00	KK105
ENGL	231	8614	L1-Tuts	Trimester 2 starts 2nd week	R	12:00	12:50	EA004
ENGL	233	18650	L1	Trimester 2	T	15:10	17:00	HULT119
ENGL	233	18650	L1	Trimester 2	R	15:10	16:00	HULT119
ENGL	238	10449	L1	Trimester 2	MWR	16:10	17:00	HMLT002
ENGL	238	10449	L1-Tuts	Trimester 2 starts 2nd week	M	17:10	18:00	MY103
ENGL	238	10449	L1-Tuts	Trimester 2 starts 2nd week	W	12:00	12:50	HU324
ENGL	238	10449	L1-Tuts	Trimester 2 starts 2nd week	W	15:10	16:00	KK103
ENGL	238	10449	L1-Tuts	Trimester 2 starts 2nd week	R	15:10	16:00	MY301
ENGL	242	13108	L1	Trimester 2	MR	15:10	16:00	FT77LT306
ENGL	307	9154	L1	Trimester 2	M	9:00	9:50	AMLT105
ENGL	307	9154	L1	Trimester 2	W	9:00	10:50	AMLT105
ENGL	308	1439	L1	Trimester 2	MF	11:00	11:50	HULT119
ENGL	308	1439	L1-Tuts	Trimester 2 starts 2nd week	F	12:00	12:50	HU113
ENGL	308	1439	L1-Tuts	Trimester 2 starts 2nd week	F	14:10	15:00	EA026
ENGL	308	1439	L1-Tuts	Trimester 2 starts 2nd week	M	12:00	12:50	 
ENGL	308	1439	L1-Tuts	Trimester 2 starts 2nd week	W	12:00	12:50	EA026
ENGL	315	11160	L1	Trimester 2	MTWF	9:00	9:50	HMLT003
ENGL	331	8634	L1	Trimester 2	MW	15:10	16:00	EALT206
ENGL	331	8634	L1-Tuts	Trimester 2 starts 2nd week	M	11:00	11:50	AM102
ENGL	331	8634	L1-Tuts	Trimester 2 starts 2nd week	W	13:10	14:00	HU324
ENGL	331	8634	L1-Tuts	Trimester 2 starts 2nd week	MW	16:10	17:00	MY103
ENGL	342	13106	L1	Trimester 2	MR	15:10	16:00	FT77LT306
ENGL	350	15303	L1	Wks of 15Nov-13Dec	W	14:10	16:00	HU113
ENGL	415	8645	L1	Wks of 15Nov-13Dec	F	10:00	11:50	VZ808
ENGL	420	1496	L1	Trimester 2	T	10:00	12:50	VZ802
ENGL	427	1501	L1	Trimester 2	M	10:00	12:50	VZ802
ENGL	428	18652	L1	Week of 22 March, 24 May	M	13:40	16:00	WR10201
ENGL	431	1503	L1	Trimester 1 + Trimester 2	F	9:00	10:50	VZ802
ENGL	435	1507	L1	Trimester 2	M	13:10	16:00	VZ802
ENGL	441	8647	L1	Trimester 2	W	10:00	12:50	VZ802
ENGL	451	9192	L1	Full Year fortnightly from 1Mar	W	15:10	18:00	FT77305
ENGL	453	9194	L1	Full Year fortnightly from 8Mar	W	15:10	18:00	FT77209
 	 	 	 	 	 	 	 	 
ENGR	302	17179	L1	Trimester 2	M	11:00	11:50	KK202
ENGR	302	17179	L1	Trimester 2	F	11:00	12:50	KK202
ENGR	302	 	L1-Lab	Trimester 2	W	14:10	17:00	 
